25,558 ; 25,524 ; 25,443 ; 25,395 ; 25,339 ; 25,243 ; 25,221 ; 25,160 ; 25,078 ; 25,005 ; 24,943 ; 24,874 ; 24,814 ; 24,766 ; 24,685 ; 24,640 ; 24,622 ; 25,082 ; 25,020 ; 24,401 ; 24,309 ; 24,265 ; 24,208 ; 24,128 ; 24,077 ; 23,966 ; 24,274 ; 24,447 ; 24,406 ; 24,346 ; 24,255 ; 23,997 ; 23,533 ; 23,451 ; 23,375 ; 23,283 ; 23,227 ; 23,789 ; 23,724 ; 23,675 ; 23,602 ; 23,557 ; 23,484 ; 23,238 ; 22,777 ; 22,674 ; 22,633 ; 22,581 ; 22,503 ; 22,713 ; 
25,688 ; 25,653 ; 25,571 ; 25,506 ; 25,460 ; 25,554 ; 25,727 ; 25,258 ; 25,217 ; 25,162 ; 25,062 ; 25,023 ; 24,958 ; 24,858 ; 24,801 ; 25,130 ; 25,292 ; 25,250 ; 25,156 ; 25,105 ; 24,512 ; 24,372 ; 24,322 ; 24,231 ; 24,156 ; 24,110 ; 24,654 ; 24,563 ; 24,544 ; 24,449 ; 24,383 ; 24,334 ; 23,630 ; 23,577 ; 23,520 ; 23,415 ; 23,379 ; 23,914 ; 23,857 ; 23,791 ; 23,730 ; 23,644 ; 23,605 ; 23,535 ; 22,881 ; 22,817 ; 22,757 ; 22,708 ; 22,675 ; 22,708 ; 
25,801 ; 25,745 ; 25,684 ; 25,591 ; 26,149 ; 26,064 ; 26,008 ; 25,948 ; 25,917 ; 25,231 ; 25,188 ; 25,117 ; 25,034 ; 24,966 ; 24,924 ; 25,470 ; 25,401 ; 25,353 ; 25,290 ; 25,206 ; 25,160 ; 24,466 ; 24,423 ; 24,336 ; 24,276 ; 24,223 ; 24,738 ; 24,665 ; 24,630 ; 24,543 ; 24,501 ; 24,449 ; 23,766 ; 23,705 ; 23,605 ; 23,551 ; 23,476 ; 24,025 ; 23,941 ; 23,900 ; 23,852 ; 23,769 ; 23,705 ; 23,562 ; 23,010 ; 22,944 ; 22,863 ; 22,824 ; 22,787 ; 22,726 ; 
25,877 ; 25,803 ; 25,748 ; 26,287 ; 26,227 ; 26,184 ; 26,119 ; 26,051 ; 26,030 ; 25,517 ; 25,258 ; 25,205 ; 25,135 ; 25,051 ; 25,256 ; 25,556 ; 25,474 ; 25,440 ; 25,348 ; 25,307 ; 25,259 ; 24,567 ; 24,474 ; 24,444 ; 24,367 ; 24,318 ; 24,830 ; 24,774 ; 24,719 ; 24,649 ; 24,582 ; 24,517 ; 23,837 ; 23,766 ; 23,686 ; 23,617 ; 23,551 ; 24,088 ; 24,020 ; 23,984 ; 23,914 ; 23,870 ; 23,789 ; 23,306 ; 23,080 ; 23,006 ; 22,949 ; 22,896 ; 22,846 ; 22,805 ; 
25,959 ; 25,861 ; 25,804 ; 26,360 ; 26,308 ; 26,239 ; 26,173 ; 26,121 ; 26,062 ; 26,030 ; 25,363 ; 25,277 ; 25,219 ; 25,129 ; 25,341 ; 25,614 ; 25,558 ; 25,517 ; 25,432 ; 25,378 ; 25,310 ; 24,634 ; 24,553 ; 24,520 ; 24,431 ; 24,373 ; 24,897 ; 24,829 ; 24,778 ; 24,720 ; 24,651 ; 24,579 ; 23,918 ; 23,835 ; 23,792 ; 23,705 ; 23,625 ; 23,740 ; 24,115 ; 24,073 ; 23,996 ; 23,957 ; 23,545 ; 23,221 ; 23,165 ; 23,092 ; 23,037 ; 22,993 ; 22,949 ; 22,900 ; 
26,032 ; 25,930 ; 25,901 ; 26,461 ; 26,389 ; 26,333 ; 26,257 ; 26,192 ; 26,158 ; 26,097 ; 25,412 ; 25,376 ; 25,283 ; 25,239 ; 25,325 ; 25,685 ; 25,623 ; 25,590 ; 25,506 ; 25,455 ; 25,406 ; 24,743 ; 24,674 ; 24,585 ; 24,507 ; 24,457 ; 24,553 ; 24,929 ; 24,884 ; 24,820 ; 24,740 ; 24,285 ; 24,002 ; 23,947 ; 23,844 ; 23,802 ; 23,723 ; 23,671 ; 23,655 ; 23,795 ; 23,855 ; 23,611 ; 23,361 ; 23,313 ; 23,250 ; 23,161 ; 23,130 ; 23,084 ; 23,011 ; 22,942 ; 
26,115 ; 26,028 ; 25,974 ; 26,502 ; 26,446 ; 26,411 ; 26,328 ; 26,291 ; 26,211 ; 26,070 ; 25,501 ; 25,426 ; 25,357 ; 25,302 ; 25,225 ; 25,724 ; 25,715 ; 25,663 ; 25,583 ; 25,555 ; 25,125 ; 24,813 ; 24,726 ; 24,683 ; 24,604 ; 24,529 ; 24,472 ; 24,567 ; 24,325 ; 24,220 ; 24,163 ; 24,143 ; 24,090 ; 23,997 ; 23,943 ; 23,844 ; 23,796 ; 23,715 ; 23,667 ; 23,611 ; 23,553 ; 23,461 ; 23,406 ; 23,353 ; 23,317 ; 23,253 ; 23,189 ; 23,128 ; 23,084 ; 23,035 ; 
26,190 ; 26,106 ; 26,040 ; 26,190 ; 26,511 ; 26,473 ; 26,398 ; 26,358 ; 26,315 ; 25,805 ; 25,574 ; 25,480 ; 25,456 ; 25,378 ; 25,315 ; 25,260 ; 25,497 ; 25,708 ; 25,555 ; 25,240 ; 24,923 ; 24,863 ; 24,807 ; 24,752 ; 24,666 ; 24,581 ; 24,553 ; 24,459 ; 24,390 ; 24,337 ; 24,293 ; 24,205 ; 24,128 ; 24,057 ; 24,000 ; 23,936 ; 23,864 ; 23,808 ; 23,758 ; 23,668 ; 23,590 ; 23,552 ; 23,472 ; 23,420 ; 23,379 ; 23,317 ; 23,265 ; 23,197 ; 23,169 ; 23,097 ; 
26,236 ; 26,204 ; 26,121 ; 26,074 ; 26,232 ; 26,545 ; 26,498 ; 26,338 ; 25,968 ; 25,699 ; 25,642 ; 25,589 ; 25,523 ; 25,438 ; 25,370 ; 25,346 ; 25,273 ; 25,243 ; 25,132 ; 25,064 ; 25,017 ; 24,943 ; 24,898 ; 24,801 ; 24,741 ; 24,664 ; 24,618 ; 24,531 ; 24,465 ; 24,406 ; 24,336 ; 24,294 ; 24,199 ; 24,131 ; 24,078 ; 24,027 ; 23,938 ; 23,865 ; 23,826 ; 23,734 ; 23,662 ; 23,602 ; 23,564 ; 23,514 ; 23,448 ; 23,398 ; 23,338 ; 23,275 ; 23,232 ; 23,209 ; 
26,318 ; 26,252 ; 26,192 ; 26,143 ; 26,051 ; 26,203 ; 26,150 ; 25,960 ; 25,825 ; 25,768 ; 25,700 ; 25,671 ; 25,597 ; 25,512 ; 25,474 ; 25,399 ; 25,332 ; 25,277 ; 25,223 ; 25,131 ; 25,063 ; 25,016 ; 24,964 ; 24,897 ; 24,807 ; 24,768 ; 24,672 ; 24,623 ; 24,535 ; 24,474 ; 24,408 ; 24,348 ; 24,268 ; 24,233 ; 24,147 ; 24,094 ; 24,016 ; 23,932 ; 23,899 ; 23,816 ; 23,736 ; 23,671 ; 23,613 ; 23,557 ; 23,520 ; 23,464 ; 23,417 ; 23,342 ; 23,279 ; 23,277 ; 
