#Thorlabs FTS
[SpectrumHeader]
#Date	20220714
#Time	12474326
#GMTTime	10474326
#XAxisUnit	nm_air
#YAxisUnit	intensity
#Average	1
#RollingAverage	0
#SpectrumSmooth	0
#SSmoothParam1	0
#SSmoothParam2	0
#SSmoothParam3	0
#SSmoothParam4	0
#IntegrationTime	2.000000
#TriggerMode	0
#InterferometerSerial	M00512064
#Source	
#AirMeasureOpt	0
#WnrMin	13400.171875
#WnrMax	31133.470703
#Length	3648
#Resolution	0.0000000000e+00
#ADC	0
#Instrument	0
#InstrModel	CCS100
#Type	emission
#AirTemp	0.00
#AirPressure	0.00
#AirRelHum	0.00
#Name	
#Comment	""
[Data]
3.211977234e+02	2.013038844e-03
3.213053894e+02	7.185063441e-04
3.214130554e+02	2.061889274e-03
3.215207214e+02	1.402410329e-03
3.216283875e+02	5.719554611e-04
3.217360840e+02	9.383326396e-04
3.218437500e+02	3.014469752e-03
3.219514465e+02	7.185063441e-04
3.220591736e+02	9.627577383e-04
3.221668701e+02	8.406320703e-04
3.222745972e+02	2.525967080e-03
3.223823242e+02	1.060458366e-03
3.224900513e+02	8.162069134e-04
3.225977783e+02	9.627577383e-04
3.227055359e+02	1.500110957e-03
3.228132629e+02	1.078777204e-04
3.229210205e+02	1.646661782e-03
3.230288086e+02	4.254045780e-04
3.231365662e+02	2.501541749e-03
3.232443542e+02	1.622236683e-03
3.233521423e+02	1.323028700e-04
3.234599304e+02	1.078777204e-04
3.235677185e+02	9.383326396e-04
3.236755371e+02	1.426835544e-03
3.237833557e+02	8.162069134e-04
3.238911743e+02	8.406320703e-04
3.239989929e+02	9.139074828e-04
3.241068420e+02	7.185063441e-04
3.242146606e+02	8.894823259e-04
3.243225098e+02	1.915338333e-03
3.244303894e+02	1.475685742e-03
3.245382385e+02	1.817637822e-03
3.246461182e+02	8.894823259e-04
3.247539673e+02	1.036033151e-03
3.248618774e+02	2.501541749e-03
3.249697571e+02	1.231434289e-03
3.250776367e+02	2.257290296e-03
3.251855469e+02	1.622236683e-03
3.252934570e+02	1.353560016e-03
3.254013672e+02	6.940811872e-04
3.255093079e+02	-6.004514871e-04
3.256172180e+02	9.139074828e-04
3.257251587e+02	1.084883465e-03
3.258330994e+02	1.036033151e-03
3.259410706e+02	1.719937194e-03
3.260490112e+02	1.036033151e-03
3.261569824e+02	-4.050503194e-04
3.262649536e+02	1.011608052e-03
3.263729248e+02	2.623667475e-03
3.264809265e+02	2.055782970e-04
3.265888977e+02	3.161020810e-03
3.266968994e+02	-8.202777826e-04
3.268049011e+02	-2.340742940e-04
3.269129333e+02	6.940811872e-04
3.270209351e+02	1.500110957e-03
3.271289673e+02	8.162069134e-04
3.272369995e+02	2.159589902e-03
3.273450317e+02	3.765542933e-04
3.274530945e+02	9.139074828e-04
3.275611267e+02	1.182584092e-03
3.276691895e+02	1.377985231e-03
3.277772522e+02	9.627577383e-04
3.278853455e+02	7.917817566e-04
3.279934082e+02	8.345257811e-05
3.281015015e+02	2.037464175e-03
3.282095947e+02	-8.752343274e-05
3.283176880e+02	1.475685742e-03
3.284258118e+02	1.329134917e-03
3.285339050e+02	1.036033151e-03
3.286420288e+02	3.765542933e-04
3.287501526e+02	1.377985231e-03
3.288583069e+02	1.011608052e-03
3.289664307e+02	1.500110957e-03
3.290745850e+02	1.084883465e-03
3.291827393e+02	1.548961271e-03
3.292908936e+02	1.451260643e-03
3.293990784e+02	1.915338333e-03
3.295072327e+02	6.208057166e-04
3.296154175e+02	2.159589902e-03
3.297236023e+02	4.986800486e-04
3.298318176e+02	2.354990924e-03
3.299400024e+02	-5.760263302e-04
3.300482178e+02	2.544285962e-04
3.301564331e+02	2.599242376e-03
3.302646484e+02	3.032788809e-04
3.303728943e+02	1.231434289e-03
3.304811096e+02	1.548961271e-03
3.305893555e+02	6.452308735e-04
3.306976013e+02	1.255859504e-03
3.308058777e+02	1.426835544e-03
3.309141235e+02	1.573386369e-03
3.310223999e+02	-1.211080002e-03
3.311306763e+02	4.254045780e-04
3.312389526e+02	5.231051473e-04
3.313472595e+02	2.055782970e-04
3.314555359e+02	7.673565997e-04
3.315638428e+02	1.280284603e-03
3.316721497e+02	1.402410329e-03
3.317804871e+02	2.086314373e-03
3.318887939e+02	3.765542933e-04
3.319971313e+02	1.036033151e-03
3.321054688e+02	1.011608052e-03
3.322138062e+02	1.597811468e-03
3.323221741e+02	-1.424800030e-05
3.324305115e+02	2.428266453e-03
3.325388794e+02	3.460228618e-05
3.326472473e+02	1.719937194e-03
3.327556458e+02	8.345257811e-05
3.328640137e+02	2.648092806e-03
3.329724121e+02	1.133733778e-03
3.330808105e+02	1.402410329e-03
3.331892090e+02	-8.752343274e-05
3.332976074e+02	1.964188647e-03
3.334060364e+02	4.986800486e-04
3.335144653e+02	8.894823259e-04
3.336228943e+02	1.671086997e-03
3.337313232e+02	6.940811872e-04
3.338397827e+02	-1.186654903e-03
3.339482422e+02	2.055782970e-04
3.340567017e+02	1.744362409e-03
3.341651611e+02	1.329134917e-03
3.342736206e+02	4.742548917e-04
3.343821106e+02	2.330565825e-03
3.344906006e+02	2.300034394e-04
3.345990906e+02	1.109308680e-03
3.347075806e+02	-1.626307494e-03
3.348160706e+02	1.451260643e-03
3.349245911e+02	3.521291655e-04
3.350331116e+02	2.550392179e-03
3.351416321e+02	1.084883465e-03
3.352501526e+02	9.139074828e-04
3.353587036e+02	-2.096491517e-04
3.354672546e+02	5.231051473e-04
3.355758057e+02	1.158158877e-03
3.356843567e+02	3.112170380e-03
3.357929382e+02	2.184015000e-03
3.359014893e+02	4.498297349e-04
3.360100708e+02	7.673565997e-04
3.361186523e+02	9.139074828e-04
3.362272644e+02	4.986800486e-04
3.363358459e+02	4.498297349e-04
3.364444580e+02	9.139074828e-04
3.365530701e+02	4.009794502e-04
3.366616821e+02	4.742548917e-04
3.367703247e+02	7.185063441e-04
3.368789368e+02	-1.363737247e-04
3.369875793e+02	1.500110957e-03
3.370962219e+02	8.162069134e-04
3.372048645e+02	2.208440099e-03
3.373135376e+02	2.300034394e-04
3.374222107e+02	4.498297349e-04
3.375308838e+02	1.304709818e-03
3.376395569e+02	5.475303042e-04
3.377482300e+02	8.345257811e-05
3.378569336e+02	1.231434289e-03
3.379656372e+02	1.573386369e-03
3.380743408e+02	2.794643631e-03
3.381830444e+02	1.866488135e-03
3.382917480e+02	-6.309829041e-05
3.384004822e+02	1.255859504e-03
3.385092163e+02	6.940811872e-04
3.386179504e+02	-9.179783519e-04
3.387267151e+02	2.232865198e-03
3.388354492e+02	2.159589902e-03
3.389442139e+02	2.788537240e-04
3.390529785e+02	-6.309829041e-05
3.391617432e+02	2.428266453e-03
3.392705383e+02	1.060458366e-03
3.393793030e+02	4.009794502e-04
3.394880981e+02	9.627577383e-04
3.395968933e+02	3.277040087e-04
3.397056885e+02	2.159589902e-03
3.398145142e+02	1.304709818e-03
3.399233398e+02	-4.294754472e-04
3.400321655e+02	2.159589902e-03
3.401409912e+02	1.158158877e-03
3.402498169e+02	3.032788809e-04
3.403586731e+02	1.768787508e-03
3.404675293e+02	2.941194456e-03
3.405763855e+02	8.650571690e-04
3.406852417e+02	9.627577383e-04
3.407940979e+02	1.426835544e-03
3.409029846e+02	1.036033151e-03
3.410118713e+02	8.894823259e-04
3.411207581e+02	1.060458366e-03
3.412296448e+02	1.060458366e-03
3.413385620e+02	1.866488135e-03
