0,000;-0,220
0,019;-0,216
0,038;-0,219
0,056;-0,219
0,075;-0,219
0,094;-0,219
0,113;-0,216
0,131;-0,220
0,150;-0,217
0,169;-0,219
0,188;-0,220
0,206;-0,215
0,225;-0,216
0,244;-0,218
0,263;-0,220
0,281;-0,219
0,300;-0,218
0,319;-0,219
0,338;-0,219
0,356;-0,217
0,375;-0,217
0,394;-0,216
0,413;-0,217
0,431;-0,220
0,450;-0,220
0,469;-0,219
0,488;-0,215
0,506;-0,216
0,525;-0,218
0,544;-0,216
0,563;-0,216
0,581;-0,219
0,600;-0,218
0,619;-0,219
0,638;-0,217
0,656;-0,220
0,675;-0,215
0,694;-0,218
0,713;-0,220
0,731;-0,220
0,750;-0,218
0,769;-0,215
0,788;-0,216
0,806;-0,217
0,825;-0,219
0,844;-0,220
0,863;-0,220
0,881;-0,219
0,900;-0,217
0,919;-0,219
0,938;-0,220
0,956;-0,218
0,975;-0,216
0,994;-0,215
1,013;-0,219
1,031;-0,219
1,050;-0,218
1,069;-0,218
1,088;-0,216
1,106;-0,215
1,125;-0,219
1,144;-0,218
1,163;-0,218
1,181;-0,218
1,200;-0,216
1,219;-0,216
1,238;-0,215
1,256;-0,219
1,275;-0,218
1,294;-0,216
1,313;-0,219
1,331;-0,218
1,350;-0,218
1,369;-0,219
1,388;-0,216
1,406;-0,219
1,425;-0,218
1,444;-0,219
1,463;-0,216
1,481;-0,216
1,500;-0,219
1,519;-0,218
1,538;-0,215
1,556;-0,218
1,575;-0,218
1,594;-0,216
1,613;-0,219
1,631;-0,219
1,650;-0,217
1,669;-0,216
1,688;-0,216
1,706;-0,216
1,725;-0,217
1,744;-0,218
1,763;-0,220
1,781;-0,219
1,800;-0,215
1,819;-0,218
1,838;-0,219
1,856;-0,218
1,875;-0,218
1,894;-0,218
1,913;-0,216
1,931;-0,216
1,950;-0,217
1,969;-0,215
1,988;-0,215
2,006;-0,216
2,025;-0,216
2,044;-0,216
2,063;-0,217
2,081;-0,217
2,100;-0,217
