0,000;-1,518
0,019;-1,521
0,038;-1,519
0,056;-1,521
0,075;-1,521
0,094;-1,518
0,113;-1,520
0,131;-1,518
0,150;-1,522
0,169;-1,520
0,188;-1,521
0,206;-1,517
0,225;-1,518
0,244;-1,522
0,263;-1,521
0,281;-1,521
0,300;-1,517
0,319;-1,522
0,338;-1,518
0,356;-1,520
0,375;-1,520
0,394;-1,519
0,413;-1,518
0,431;-1,518
0,450;-1,520
0,469;-1,521
0,488;-1,520
0,506;-1,519
0,525;-1,517
0,544;-1,522
0,563;-1,521
0,581;-1,520
0,600;-1,520
0,619;-1,518
0,638;-1,519
0,656;-1,520
0,675;-1,521
0,694;-1,518
0,713;-1,518
0,731;-1,519
0,750;-1,520
0,769;-1,522
0,788;-1,518
0,806;-1,518
0,825;-1,522
0,844;-1,519
0,863;-1,518
0,881;-1,521
0,900;-1,517
0,919;-1,517
0,938;-1,518
0,956;-1,520
0,975;-1,519
0,994;-1,520
1,013;-1,518
1,031;-1,520
1,050;-1,521
1,069;-1,521
1,088;-1,520
1,106;-1,518
1,125;-1,518
1,144;-1,518
1,163;-1,522
1,181;-1,517
1,200;-1,519
1,219;-1,521
1,238;-1,516
1,256;-1,521
1,275;-1,519
1,294;-1,517
1,313;-1,521
1,331;-1,518
1,350;-1,518
1,369;-1,521
1,388;-1,521
1,406;-1,521
1,425;-1,520
1,444;-1,520
1,463;-1,522
1,481;-1,518
1,500;-1,521
1,519;-1,518
1,538;-1,521
1,556;-1,516
1,575;-1,518
1,594;-1,520
1,613;-1,516
1,631;-1,521
1,650;-1,519
1,669;-1,521
1,688;-1,519
1,706;-1,518
1,725;-1,519
1,744;-1,519
1,763;-1,522
1,781;-1,520
1,800;-1,523
1,819;-1,523
1,838;-1,523
1,856;-1,523
1,875;-1,522
1,894;-1,525
1,913;-1,524
1,931;-1,524
1,950;-1,523
1,969;-1,525
1,988;-1,525
2,006;-1,526
2,025;-1,524
2,044;-1,529
2,063;-1,529
2,081;-1,527
2,100;-1,527
2,119;-1,528
2,138;-1,526
2,156;-1,530
2,175;-1,531
2,194;-1,529
2,213;-1,532
2,231;-1,530
2,250;-1,531
2,269;-1,531
2,288;-1,532
2,306;-1,530
2,325;-1,529
2,344;-1,532
2,363;-1,533
2,381;-1,532
2,400;-1,534
2,419;-1,533
2,438;-1,533
2,456;-1,533
2,475;-1,535
2,494;-1,534
2,513;-1,534
2,531;-1,537
2,550;-1,533
2,569;-1,535
2,588;-1,537
2,606;-1,534
2,625;-1,534
2,644;-1,537
2,663;-1,538
2,681;-1,538
2,700;-1,536
2,719;-1,537
2,738;-1,540
2,756;-1,540
2,775;-1,537
2,794;-1,539
2,813;-1,542
2,831;-1,538
2,850;-1,543
2,869;-1,544
2,888;-1,539
2,906;-1,545
2,925;-1,543
2,944;-1,541
2,963;-1,543
2,981;-1,544
3,000;-1,544
3,019;-1,542
3,038;-1,544
3,056;-1,543
3,075;-1,544
3,094;-1,548
3,113;-1,545
3,131;-1,545
3,150;-1,547
3,169;-1,547
3,188;-1,545
3,206;-1,549
3,225;-1,548
3,244;-1,548
3,263;-1,546
3,281;-1,546
3,300;-1,551
3,319;-1,551
3,338;-1,548
3,356;-1,550
3,375;-1,551
3,394;-1,553
3,413;-1,550
3,431;-1,549
3,450;-1,552
3,469;-1,555
3,488;-1,554
3,506;-1,552
3,525;-1,551
3,544;-1,554
3,563;-1,552
3,581;-1,552
3,600;-1,557
3,619;-1,557
3,638;-1,557
3,656;-1,556
3,675;-1,559
3,694;-1,556
3,713;-1,558
3,731;-1,558
3,750;-1,558
3,769;-1,559
3,788;-1,559
3,806;-1,562
3,825;-1,561
3,844;-1,558
3,863;-1,558
3,881;-1,558
3,900;-1,562
3,919;-1,558
3,938;-1,560
3,956;-1,563
3,975;-1,563
3,994;-1,563
4,013;-1,563
4,031;-1,562
4,050;-1,566
4,069;-1,564
4,088;-1,564
4,106;-1,565
4,125;-1,568
4,144;-1,568
4,163;-1,565
4,181;-1,566
4,200;-1,565
4,219;-1,567
4,238;-1,570
4,256;-1,566
4,275;-1,568
4,294;-1,571
4,313;-1,567
4,331;-1,570
4,350;-1,567
4,369;-1,569
4,388;-1,570
4,406;-1,572
4,425;-1,572
4,444;-1,572
4,463;-1,569
4,481;-1,571
4,500;-1,572
4,519;-1,572
4,538;-1,573
4,556;-1,575
4,575;-1,576
4,594;-1,572
4,613;-1,575
4,631;-1,575
4,650;-1,573
4,669;-1,578
4,688;-1,575
4,706;-1,577
4,725;-1,576
4,744;-1,574
4,763;-1,579
4,781;-1,576
4,800;-1,579
4,819;-1,579
4,838;-1,577
4,856;-1,578
4,875;-1,579
4,894;-1,579
4,913;-1,581
4,931;-1,580
4,950;-1,583
4,969;-1,583
4,988;-1,581
5,006;-1,583
5,025;-1,580
5,044;-1,579
5,063;-1,584
5,081;-1,584
5,100;-1,582
5,119;-1,585
5,138;-1,586
5,156;-1,584
5,175;-1,583
5,194;-1,587
5,213;-1,583
5,231;-1,588
5,250;-1,585
5,269;-1,586
5,288;-1,587
5,306;-1,590
5,325;-1,587
5,344;-1,591
5,363;-1,588
5,381;-1,587
5,400;-1,587
5,419;-1,592
5,438;-1,590
5,456;-1,589
5,475;-1,590
5,494;-1,590
5,513;-1,588
5,531;-1,590
5,550;-1,594
5,569;-1,593
5,588;-1,591
5,606;-1,594
5,625;-1,594
5,644;-1,595
5,663;-1,594
5,681;-1,594
5,700;-1,596
5,719;-1,594
5,738;-1,596
5,756;-1,594
5,775;-1,594
5,794;-1,598
5,813;-1,594
5,831;-1,597
5,850;-1,594
5,869;-1,594
5,888;-1,600
5,906;-1,596
5,925;-1,597
5,944;-1,600
5,963;-1,597
5,981;-1,598
6,000;-1,596
6,019;-1,598
6,038;-1,598
6,056;-1,602
6,075;-1,602
6,094;-1,597
6,113;-1,602
6,131;-1,598
6,150;-1,599
6,169;-1,600
6,188;-1,598
6,206;-1,600
6,225;-1,600
6,244;-1,600
6,263;-1,601
6,281;-1,601
6,300;-1,604
6,319;-1,604
6,338;-1,604
6,356;-1,605
6,375;-1,605
6,394;-1,602
6,413;-1,602
6,431;-1,606
6,450;-1,604
6,469;-1,602
6,488;-1,605
6,506;-1,604
6,525;-1,607
6,544;-1,604
6,563;-1,607
6,581;-1,604
6,600;-1,604
6,619;-1,608
6,638;-1,606
6,656;-1,609
6,675;-1,605
6,694;-1,606
6,713;-1,607
6,731;-1,607
6,750;-1,606
6,769;-1,609
6,788;-1,606
6,806;-1,611
6,825;-1,606
6,844;-1,607
6,863;-1,612
6,881;-1,607
6,900;-1,610
6,919;-1,608
6,938;-1,609
6,956;-1,613
6,975;-1,609
6,994;-1,609
7,013;-1,613
7,031;-1,612
7,050;-1,609
7,069;-1,613
7,088;-1,609
7,106;-1,611
7,125;-1,613
7,144;-1,611
7,163;-1,615
7,181;-1,611
7,200;-1,613
7,219;-1,616
7,238;-1,615
7,256;-1,616
7,275;-1,616
7,294;-1,614
7,313;-1,612
7,331;-1,612
7,350;-1,615
7,369;-1,616
7,388;-1,616
7,406;-1,617
7,425;-1,613
7,444;-1,613
7,463;-1,614
7,481;-1,614
7,500;-1,615
7,519;-1,614
7,538;-1,614
7,556;-1,619
7,575;-1,615
7,594;-1,616
7,613;-1,617
7,631;-1,614
7,650;-1,617
7,669;-1,618
7,688;-1,619
7,706;-1,619
7,725;-1,617
7,744;-1,619
7,763;-1,619
7,781;-1,622
7,800;-1,619
7,819;-1,621
7,838;-1,618
7,856;-1,619
7,875;-1,619
7,894;-1,623
7,913;-1,622
7,931;-1,622
7,950;-1,625
7,969;-1,622
7,988;-1,619
8,006;-1,617
8,025;-1,613
8,044;-1,611
8,063;-1,601
8,081;-1,598
8,100;-1,598
8,119;-1,593
