#Thorlabs FTS
[SpectrumHeader]
#Date	20220714
#Time	13201820
#GMTTime	11201820
#XAxisUnit	nm_air
#YAxisUnit	intensity
#Average	1
#RollingAverage	0
#SpectrumSmooth	0
#SSmoothParam1	0
#SSmoothParam2	0
#SSmoothParam3	0
#SSmoothParam4	0
#IntegrationTime	30.000000
#TriggerMode	0
#InterferometerSerial	M00512064
#Source	
#AirMeasureOpt	0
#WnrMin	13400.171875
#WnrMax	31133.470703
#Length	3648
#Resolution	0.0000000000e+00
#ADC	0
#Instrument	0
#InstrModel	CCS100
#Type	emission
#AirTemp	0.00
#AirPressure	0.00
#AirRelHum	0.00
#Name	
#Comment	""
[Data]
3.211977234e+02	-5.488149473e-04
3.213053894e+02	4.549655423e-04
3.214130554e+02	6.324633432e-05
3.215207214e+02	-4.998500226e-04
3.216283875e+02	-5.977798719e-04
3.217360840e+02	-1.209841110e-03
3.218437500e+02	-1.185358735e-03
3.219514465e+02	5.039304378e-04
3.220591736e+02	-9.894990362e-04
3.221668701e+02	-6.467447383e-04
3.222745972e+02	1.122112371e-04
3.223823242e+02	-5.916592272e-05
3.224900513e+02	6.508251536e-04
3.225977783e+02	1.360816299e-03
3.227055359e+02	6.018602871e-04
3.228132629e+02	-1.552595408e-03
3.229210205e+02	5.773777957e-04
3.230288086e+02	-8.426043787e-04
3.231365662e+02	-6.712272298e-04
3.232443542e+02	-1.087428886e-03
3.233521423e+02	3.080708557e-04
3.234599304e+02	3.325532889e-04
3.235677185e+02	-1.020102172e-05
3.236755371e+02	-5.916592272e-05
3.237833557e+02	-3.529553360e-04
3.238911743e+02	-1.160876243e-03
3.239989929e+02	3.325532889e-04
3.241068420e+02	-9.405341698e-04
3.242146606e+02	-8.670868119e-04
3.243225098e+02	1.122112371e-04
3.244303894e+02	-1.650525257e-03
3.245382385e+02	-5.732973805e-04
3.246461182e+02	6.324633432e-05
3.247539673e+02	-7.936394541e-04
3.248618774e+02	1.189439092e-03
3.249697571e+02	3.325532889e-04
3.250776367e+02	-2.550255449e-04
3.251855469e+02	-7.446745294e-04
3.252934570e+02	-1.846384839e-03
3.254013672e+02	-6.222623051e-04
3.255093079e+02	1.213921583e-03
3.256172180e+02	-3.468347131e-05
3.257251587e+02	-1.570957247e-04
3.258330994e+02	3.570357512e-04
3.259410706e+02	9.690970182e-04
3.260490112e+02	9.446145850e-04
3.261569824e+02	1.067026868e-03
